Suburb;Rooms;Type;Method;SellerG;Distance;Postcode;Bedroom2;Bathroom;Car;Landsize;BuildingArea;YearBuilt;Lattitude;Longtitude;Regionname;Propertycount
Other;2;h;S;Marshall;-1.1667687854285165;1.1105554120183692;-1.9967588949259938;-0.7802347038224254;0.2824025611428154;-0.12656231319691383;-0.0004853643256824372;-2.2327091576751275;-0.4440908572182592;-0.45053802294420975;Southern Metropolitan;-0.9534071308499122
Other;2;h;S;Other;-1.1667687854285165;1.1105554120183692;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.12154224431739889;-0.0004853643256824372;0.0;-0.39488378769250077;-0.41493088011429713;Southern Metropolitan;-0.9534071308499122
Other;4;h;S;Marshall;-1.1667687854285165;1.1105554120183692;1.1260033845091308;0.6734060257575629;-0.90008879371833;-0.12505629253305933;0.07103456265393858;-2.923050407292617;-0.4478760164125828;-0.4130061696909995;Southern Metropolitan;-0.9534071308499122
Other;3;t;VB;Marshall;-1.1667687854285165;1.1105554120183692;0.08508262469742256;0.6734060257575629;0.2824025611428154;0.016760653313237322;-0.0004853643256824372;0.0;-0.4428291374867881;-0.34082952881979905;Southern Metropolitan;-0.9534071308499122
Other;3;h;VB;Other;-1.1667687854285165;1.1105554120183692;0.08508262469742256;0.6734060257575629;-0.90008879371833;-0.13032736485655;0.01745651940888491;1.0809288404888222;-0.40750098500685294;-0.41589323532594596;Southern Metropolitan;-0.9534071308499122
Other;2;h;S;Other;-1.1667687854285165;1.1105554120183692;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.113510134110175;-0.11521292100743845;-2.2327091576751275;-0.41633302312679193;-0.3831731581309799;Southern Metropolitan;-0.9534071308499122
Other;3;h;VB;Other;-1.1667687854285165;1.1105554120183692;0.08508262469742256;-0.7802347038224254;-0.90008879371833;-0.09995594813548471;-0.0004853643256824372;0.0;-0.4428291374867881;-0.35911427784057975;Southern Metropolitan;-0.9534071308499122
Other;3;h;S;Marshall;-1.1667687854285165;1.1105554120183692;0.08508262469742256;0.6734060257575629;-0.90008879371833;-0.14086950950353136;-0.07694289011811441;-2.2327091576751275;-0.4150713033954105;-0.3668131195334968;Southern Metropolitan;-0.9534071308499122
Other;2;h;PI;Other;-1.1667687854285165;1.1105554120183692;-0.9558381351142856;-0.7802347038224254;0.2824025611428154;-0.1032189929071694;-0.0004853643256824372;0.0;-0.36207907467532846;-0.39760848630516527;Southern Metropolitan;-0.9534071308499122
Other;3;h;S;Other;-1.1667687854285165;1.1105554120183692;0.08508262469742256;0.6734060257575629;-0.90008879371833;-0.11903220987764143;0.07358589804656018;-2.923050407292617;-0.40750098500685294;-0.3533401465709603;Southern Metropolitan;-0.9534071308499122
Other;5;h;S;Other;-1.1667687854285165;1.1105554120183692;2.166924144320839;0.6734060257575629;-0.90008879371833;-0.10397200323909665;-0.0004853643256824372;0.0;-0.43399709936684916;-0.3802860924960334;Southern Metropolitan;-0.9534071308499122
Other;3;h;S;hockingstuart;-1.1667687854285165;1.1105554120183692;0.08508262469742256;-0.7802347038224254;0.2824025611428154;-0.13108037518847726;-0.0004853643256824372;0.0;-0.41633302312679193;-0.4447638916748638;Southern Metropolitan;-0.9534071308499122
Other;3;h;S;Other;-1.1667687854285165;1.1105554120183692;0.08508262469742256;0.6734060257575629;0.2824025611428154;-0.0003075808771134253;-0.17134229964511372;1.21899709041232;-0.4529228953382878;-0.4245544322305119;Southern Metropolitan;-0.9534071308499122
Other;2;h;S;Other;-1.1667687854285165;1.1105554120183692;-0.9558381351142856;-0.7802347038224254;0.2824025611428154;-0.09117082759633359;-0.0004853643256824372;0.0;-0.39740722715535326;-0.4130061696909995;Southern Metropolitan;-0.9534071308499122
Other;3;h;S;Other;-1.1667687854285165;1.1105554120183692;0.08508262469742256;0.6734060257575629;-0.90008879371833;-0.10623103423487837;-0.0004853643256824372;0.0;-0.4453525769496406;-0.43417798434672666;Southern Metropolitan;-0.9534071308499122
Other;2;h;S;Other;-1.1667687854285165;1.1105554120183692;-0.9558381351142856;-0.7802347038224254;0.2824025611428154;-0.1260603063089623;-0.13817493954103288;-2.577879782483872;-0.4428291374867881;-0.4534250885788827;Southern Metropolitan;-0.9534071308499122
Other;2;h;S;Other;-1.1667687854285165;1.1105554120183692;-0.9558381351142856;-0.7802347038224254;0.2824025611428154;-0.1280683338607683;-0.17644497043035692;-2.577879782483872;-0.41885646258964443;-0.3754743164380628;Southern Metropolitan;-0.9534071308499122
Other;3;h;VB;Other;-1.1667687854285165;1.1105554120183692;0.08508262469742256;0.6734060257575629;-0.90008879371833;-0.11049809278246606;-0.013159505302574329;-2.2327091576751275;-0.47689557023543144;-0.36296369868690154;Southern Metropolitan;-0.9534071308499122
Other;3;h;S;Other;-1.1667687854285165;1.1105554120183692;0.08508262469742256;-0.7802347038224254;0.2824025611428154;-0.11100009967041755;-0.0004853643256824372;-2.2327091576751275;-0.47437213077257895;-0.390871999823897;Southern Metropolitan;-0.9534071308499122
Other;3;h;S;Other;-1.1667687854285165;1.1105554120183692;0.08508262469742256;0.6734060257575629;0.2824025611428154;-0.12656231319691383;-0.015710840695195932;-2.577879782483872;-0.4806807294296654;-0.38606022376592636;Southern Metropolitan;-0.9534071308499122
Other;4;h;VB;Other;-1.1667687854285165;1.1105554120183692;1.1260033845091308;2.127046755337551;-0.90008879371833;-0.08138169328127948;0.2598333817079372;-1.8875385328663825;-0.47311041104110785;-0.45919921984877565;Southern Metropolitan;-0.9534071308499122
Other;2;u;S;Other;-1.1667687854285165;1.1105554120183692;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.0003075808771134253;-0.0004853643256824372;0.0;-0.46427837292107926;-0.3947214206704923;Southern Metropolitan;-0.9534071308499122
Other;3;h;SP;Marshall;-1.1667687854285165;1.1105554120183692;-0.9558381351142856;-0.7802347038224254;-0.90008879371833;-0.13333940618425896;-0.0743915547254928;-2.2327091576751275;-0.422641621783968;-0.390871999823897;Southern Metropolitan;-0.9534071308499122
Other;3;h;PI;Marshall;-1.1667687854285165;1.1105554120183692;0.08508262469742256;-0.7802347038224254;-0.90008879371833;-0.10372099979512091;-0.05398087158451998;-2.577879782483872;-0.4655400926525503;-0.40819439363302884;Southern Metropolitan;-0.9534071308499122
Other;1;u;S;Marshall;-1.1667687854285165;1.1105554120183692;-1.9967588949259938;-0.7802347038224254;0.2824025611428154;-0.0003075808771134253;-0.30146040466881546;0.18348521598608583;-0.4150713033954105;-0.41878030096089247;Southern Metropolitan;-0.9534071308499122
Other;4;h;S;Marshall;-1.1667687854285165;1.1105554120183692;1.1260033845091308;0.6734060257575629;-0.90008879371833;-0.08062868294935224;0.13992061825472185;-1.8875385328663825;-0.4857276083554601;-0.37932373728438457;Southern Metropolitan;-0.9534071308499122
